value,date_earliest,date_latest
17 Juli 1562,17.07.1562,17.07.1562
4 Decbr  1562,04.12.1562,04.12.1562
Uden Dag 1562,01.01.1562,31.12.1562
28 Januar 1563,28.01.1563,28.01.1563
16 Septbr ? 1564,16.09.1564,16.09.1564
6? Decbr  1564,06.12.1564,06.12.1564
22 Mai 1565,22.05.1565,22.05.1565
5 Juni 1565,05.06.1565,05.06.1565
12 Juni 1565,12.06.1565,12.06.1565
30 Juni 1565,30.06.1565,30.06.1565
23 Marts 1566,23.03.1566,23.03.1566
2 Juni 1566,02.06.1566,02.06.1566
16 August 1566,16.08.1566,16.08.1566
23 Februar 1567,23.02.1567,23.02.1567
9 Februar 1568,09.02.1568,09.02.1568
2 Marts 1568,02.03.1568,02.03.1568
18 April 1568,18.04.1568,18.04.1568
5 Juni 1569,05.06.1569,05.06.1569
21 Decbr  (15)69,21.12.1569,21.12.1569
28 Juni 1570,28.06.1570,28.06.1570
c  14 Oktbr  1570,14.10.1570,14.10.1570
[c  1560-70 ],01.01.1560,31.12.1560
[c  1560-70?],01.01.1560,31.12.1560
28 Oktbr  1312,28.10.1312,28.10.1312
11 Juni 1319,11.06.1319,11.06.1319
26 Juni 1325,26.06.1325,26.06.1325
25 Novbr  1340,25.11.1340,25.11.1340
6 Mai 1345,06.05.1345,06.05.1345
21 Oktober 1346,21.10.1346,21.10.1346
15 Oktbr  1360,15.10.1360,15.10.1360
29 August 1364,29.08.1364,29.08.1364
2 Mai 1369,02.05.1369,02.05.1369
27 Marts 1378,27.03.1378,27.03.1378
29 Juli 1381,29.07.1381,29.07.1381
22 Juli 1384,22.07.1384,22.07.1384
4 Mai? 1388,04.05.1388,04.05.1388
8 April 1396,08.04.1396,08.04.1396
21 Februar 1397,21.02.1397,21.02.1397
13 Januar 1399,13.01.1399,13.01.1399
22 August 1400,22.08.1400,22.08.1400
21 Novbr  1400,21.11.1400,21.11.1400
3 Juni 1401,03.06.1401,03.06.1401
27 Juli 1401,27.07.1401,27.07.1401
13 August 1403,13.08.1403,13.08.1403
14 Oktbr  1404,14.10.1404,14.10.1404
11 Februar 1408,11.02.1408,11.02.1408
9 Novbr  1410,09.11.1410,09.11.1410
12 Februar 1412,12.02.1412,12.02.1412
16 Juli 1413,16.07.1413,16.07.1413
1 Marts 1414,01.03.1414,01.03.1414
10 Marts 1417,10.03.1417,10.03.1417
13 Mai 1417,13.05.1417,13.05.1417
4 Juni 1419,04.06.1419,04.06.1419
6 Juni 1419,06.06.1419,06.06.1419
9 Marts 1420,09.03.1420,09.03.1420
Febr -Marts [c  1410-20 ],01.01.1410,31.03.1420
20 Juli 1422,20.07.1422,20.07.1422
28 Decbr  1423 1,28.12.1423,28.12.1423
28 Juli 1424,28.07.1424,28.07.1424
16 Juni 1425,16.06.1425,16.06.1425
18 Februar 1426,18.02.1426,18.02.1426
17 Januar 1427,17.01.1427,17.01.1427
Sept  1427-Sept  1428,01.09.1427,30.09.1428
21 Septbr  1430,21.09.1430,21.09.1430
5 Juni 1434,05.06.1434,05.06.1434
29 Juni 1435,29.06.1435,29.06.1435
11 Juni 1437,11.06.1437,11.06.1437
6 Decbr  1437,06.12.1437,06.12.1437
15 Mai 1438,15.05.1438,15.05.1438
21 Mai 1439,21.05.1439,21.05.1439
24 Mai 1439,24.05.1439,24.05.1439
6 Januar 1441,06.01.1441,06.01.1441
15 April 1441,15.04.1441,15.04.1441
19 April 1441,19.04.1441,19.04.1441
18 Septbr  1442,18.09.1442,18.09.1442
23 Februar 1443,23.02.1443,23.02.1443
5 Januar 1445,05.01.1445,05.01.1445
19 Januar 1445,19.01.1445,19.01.1445
Uden Dag 1445,01.01.1445,31.12.1445
9 Decbr  (26 Juli?) 1446,26.07.1446,09.12.1446
26 Februar 1447,26.02.1447,26.02.1447
12 Marts 1447,12.03.1447,12.03.1447
4 Novbr  1447,04.11.1447,04.11.1447
27 Februar 1448,27.02.1448,27.02.1448
22 April 1448,22.04.1448,22.04.1448
23 Mai 1448,23.05.1448,23.05.1448
Uden Dag 1448,01.01.1448,31.12.1448
20 Juni 1449,20.06.1449,20.06.1449
14 Januar 1450,14.01.1450,14.01.1450
29 Januar 1450,29.01.1450,29.01.1450
16 Februar 1451,16.02.1451,16.02.1451
Uden Dag 1451,01.01.1451,31.12.1451
Uden Dag 1454,01.01.1454,31.12.1454
15 Mai 1457,15.05.1457,15.05.1457
25 Decbr ? 1457,25.12.1457,25.12.1457
1 Mai 1459,01.05.1459,01.05.1459
12 Januar 1460,12.01.1460,12.01.1460
9 Januar 1461,09.01.1461,09.01.1461
15 Mai 1462,15.05.1462,15.05.1462
14 Marts 1465,14.03.1465,14.03.1465
Uden Dag 1465,01.01.1465,31.12.1465
Marts 1466,01.03.1466,31.03.1466
13 Februar 1467,13.02.1467,13.02.1467
Marts 1467,01.03.1467,31.03.1467
30 Juni 1467,30.06.1467,30.06.1467
6 Februar 1468,06.02.1468,06.02.1468
3 Mai 1469,03.05.1469,03.05.1469
24 August 1469,24.08.1469,24.08.1469
13 Januar 1470,13.01.1470,13.01.1470
24 Mai 1470,24.05.1470,24.05.1470
13 Juni 1470,13.06.1470,13.06.1470
11 August 1470,11.08.1470,11.08.1470
15 Oktbr  1470,15.10.1470,15.10.1470
Uden Dag 1470,01.01.1470,31.12.1470
12 (19) Juli 1471,12.07.1471,12.07.1471
7 Oktbr  1471,07.10.1471,07.10.1471
11 August 1472,11.08.1472,11.08.1472
Uden Dag 1472,01.01.1472,31.12.1472
7 Februar 1473,07.02.1473,07.02.1473
2 Marts 1473,02.03.1473,02.03.1473
12 Marts 1473,12.03.1473,12.03.1473
27 Marts 1473,27.03.1473,27.03.1473
18 Mai 1473,18.05.1473,18.05.1473
27 Marts 1474,27.03.1474,27.03.1474
Uden Dag 1474,01.01.1474,31.12.1474
2 April 1475,02.04.1475,02.04.1475
3 Marts 1476,03.03.1476,03.03.1476
2 Mai 1476,02.05.1476,02.05.1476
6 Mai 1476,06.05.1476,06.05.1476
10 April 1477,10.04.1477,10.04.1477
14 April 1477,14.04.1477,14.04.1477
7 Juni 1477,07.06.1477,07.06.1477
13 Decbr  1477,13.12.1477,13.12.1477
8 Februar 1478,08.02.1478,08.02.1478
31 August 1478,31.08.1478,31.08.1478
28 Februar 1479,28.02.1479,28.02.1479
24 Marts 1479,24.03.1479,24.03.1479
17 Juni 1479,17.06.1479,17.06.1479
30 Septbr  1479,30.09.1479,30.09.1479
23 Januar 1480,23.01.1480,23.01.1480
20 Februar 1480,20.02.1480,20.02.1480
2 Marts 1480,02.03.1480,02.03.1480
9 April 1480,09.04.1480,09.04.1480
24 august 1480,24.08.1480,24.08.1480
11 Juni 1481,11.06.1481,11.06.1481
Marts 1482,01.03.1482,31.03.1482
Uden Dag 1482,01.01.1482,31.12.1482
2 Marts 1483,02.03.1483,02.03.1483
2 Februar 1484,02.02.1484,02.02.1484
20 Juli 1484,20.07.1484,20.07.1484
19 Septbr  1484,19.09.1484,19.09.1484
26 Decbr  14841,26.12.1484,26.12.1484
8 ? Januar 1486,08.01.1486,08.01.1486
24 Februar 1486,24.02.1486,24.02.1486
23 April 1486,23.04.1486,23.04.1486
16 Mai 1486,16.05.1486,16.05.1486
4 Marts 1487,04.03.1487,04.03.1487
17 April 1487,17.04.1487,17.04.1487
5 Juni 1487,05.06.1487,05.06.1487
2 Oktbr  1487,02.10.1487,02.10.1487
31 Oktbr  1487,31.10.1487,31.10.1487
Uden Dag 1487,01.01.1487,31.12.1487
26 Marts 1488,26.03.1488,26.03.1488
30 Marts 1488,30.03.1488,30.03.1488
5 Decbr  1488,05.12.1488,05.12.1488
Uden Dag 1488,01.01.1488,31.12.1488
22 Marts 1489,22.03.1489,22.03.1489
20 Juli 1489,20.07.1489,20.07.1489
Uden Dag 1489 (dvs 1494),01.01.1489,31.12.1489
22 Februar 1490,22.02.1490,22.02.1490
14 Marts 1490,14.03.1490,14.03.1490
8 Septbr  1492,08.09.1492,08.09.1492
5 Juni 1493,05.06.1493,05.06.1493
5 Juni 1494,05.06.1494,05.06.1494
26 Decbr  14961,26.12.1496,26.12.1496
25 Juli 1498,25.07.1498,25.07.1498
2? Decbr  1498,02.12.1498,02.12.1498
24 Decbr  1498,24.12.1498,24.12.1498
Marts-April [c  1500],01.03.1500,31.03.1500
5 Juni [c  1500],05.06.1500,05.06.1500
Uden Dag 1500,01.01.1500,31.12.1500
[c  15001 ],01.01.1500,31.12.1500
6 Marts 1501,06.03.1501,06.03.1501
7 Oktbr  1501,07.10.1501,07.10.1501
29 Marts 1502,29.03.1502,29.03.1502
5 Juni 1502,05.06.1502,05.06.1502
14 Oktbr  1502,14.10.1502,14.10.1502
Uden Dag 1502,01.01.1502,31.12.1502
19 Januar 1503,19.01.1503,19.01.1503
Uden Dag 1503,01.01.1503,31.12.1503
21 Septbr  1504,21.09.1504,21.09.1504
15 Februar 1505,15.02.1505,15.02.1505
4 April 1506,04.04.1506,04.04.1506
16 Juni 1506,16.06.1506,16.06.1506
Uden Dag 1506,01.01.1506,31.12.1506
29 Juni 1507?,29.06.1507,29.06.1507
4 April 1508,04.04.1508,04.04.1508
9 August 1508,09.08.1508,09.08.1508
6 Januar 1509,06.01.1509,06.01.1509
18 Januar 1509,18.01.1509,18.01.1509
29 Marts 1509,29.03.1509,29.03.1509
24 April 1509,24.04.1509,24.04.1509
3 Mai 1509,03.05.1509,03.05.1509
23 August 1509,23.08.1509,23.08.1509
5 Novbr  1509,05.11.1509,05.11.1509
14 April 1510,14.04.1510,14.04.1510
15 Mai 1510,15.05.1510,15.05.1510
13 Novbr  1510,13.11.1510,13.11.1510
Marts-April [1505-11],01.03.1505,30.04.1511
3 Februar 1512,03.02.1512,03.02.1512
15 Februar 1512,15.02.1512,15.02.1512
22 Februar 1512,22.02.1512,22.02.1512
14 April 1512,14.04.1512,14.04.1512
24 Juni 1512,24.06.1512,24.06.1512
5 Januar 1513,05.01.1513,05.01.1513
6 Februar 1513,06.02.1513,06.02.1513
12 Marts 1513,12.03.1513,12.03.1513
29 Mai 1513,29.05.1513,29.05.1513
4 Juni 1513,04.06.1513,04.06.1513
21 Septbr  1513,21.09.1513,21.09.1513
Ukjendt Dag 1513,01.01.1513,31.12.1513
25 Februar 1514,25.02.1514,25.02.1514
29 Juli 1514,29.07.1514,29.07.1514
9 August 1514,09.08.1514,09.08.1514
15 Februar 1515,15.02.1515,15.02.1515
10 Marts 1515,10.03.1515,10.03.1515
30 August 1515,30.08.1515,30.08.1515
24 Januar 1516,24.01.1516,24.01.1516
4 April 1516,04.04.1516,04.04.1516
9 Juli 1516,09.07.1516,09.07.1516
14 Oktbr  1516,14.10.1516,14.10.1516
3 (10?) Marts 1517,03.03.1517,10.03.1517
21 Marts 1517,21.03.1517,21.03.1517
6 Mai 1517,06.05.1517,06.05.1517
27 Oktbr  1517,27.10.1517,27.10.1517
23 Januar 1518,23.01.1518,23.01.1518
6 April 1518,06.04.1518,06.04.1518
22 Juli 1518,22.07.1518,22.07.1518
23 August 1518,23.08.1518,23.08.1518
4 Oktbr  1518,04.10.1518,04.10.1518
5 April 1519,05.04.1519,05.04.1519
24 Juli 1519,24.07.1519,24.07.1519
6 Januar 1520,06.01.1520,06.01.1520
12 Marts 1520,12.03.1520,12.03.1520
10 April 1520,10.04.1520,10.04.1520
6 Mai 1520,06.05.1520,06.05.1520
19 Oktbr  1520,19.10.1520,19.10.1520
Ukjendt Dag 1520,01.01.1520,31.12.1520
8 Februar 1523,08.02.1523,08.02.1523
13 Februar 1523,13.02.1523,13.02.1523
9 Marts 1523,09.03.1523,09.03.1523
4 April 1523,04.04.1523,04.04.1523
15 April 1523,15.04.1523,15.04.1523
30 April? 1523,30.04.1523,30.04.1523
8 Mai 1523,08.05.1523,08.05.1523
13 Mai 1523,13.05.1523,13.05.1523
17 Mai 1523,17.05.1523,17.05.1523
15 og 18 Mai 1523,15.05.1523,18.05.1523
24 Mai 1523,24.05.1523,24.05.1523
[Mai 1523 ],01.05.1523,31.05.1523
13 Mai-1 Juni 1523,13.05.1523,01.06.1523
3 Juni 1523,03.06.1523,03.06.1523
4 Juni [1523?],04.06.1523,04.06.1523
5 Juni 1523,05.06.1523,05.06.1523
7 Juni 1523,07.06.1523,07.06.1523
[7 Juni 1523 ],07.06.1523,07.06.1523
6-25 Juni 1523,06.06.1523,25.06.1523
26 Juni-9 Juli 1523,26.06.1523,09.07.1523
13 Juli 1523,13.07.1523,13.07.1523
16 Juli [1523],16.07.1523,16.07.1523
17 Juli 1523,17.07.1523,17.07.1523
25 Juli [1523?],25.07.1523,25.07.1523
26 Juli 1523,26.07.1523,26.07.1523
30 Juli [1523?],30.07.1523,30.07.1523
31 Juli [1523?],31.07.1523,31.07.1523
2 August 1523,02.08.1523,02.08.1523
3 August 1523,03.08.1523,03.08.1523
3 August [1523?],03.08.1523,03.08.1523
4 August 1523,04.08.1523,04.08.1523
8 August 1523,08.08.1523,08.08.1523
17 August 1523,17.08.1523,17.08.1523
17 August [1523?],17.08.1523,17.08.1523
18 Juli - 21 Aug  1523,18.07.1523,21.08.1523
21 August 1523,21.08.1523,21.08.1523
22 August 1523,22.08.1523,22.08.1523
25 August 1523,25.08.1523,25.08.1523
[August 1523?],01.08.1523,31.08.1523
1 Septbr  12531523,01.09.1253,01.09.1253
9 Septbr  12531523,09.09.1253,09.09.1253
21-22 Septbr  1523,21.09.1523,22.09.1523
23 Septbr  1523,23.09.1523,23.09.1523
[Hösten 1523 ],01.09.1523,30.11.1523
[23 Novbr  15231],23.11.1523,23.11.1523
10 Decbr  1523,10.12.1523,10.12.1523
14 Decbr  1523,14.12.1523,14.12.1523
15 (10?) Decbr  1523,10.12.1523,15.12.1523
18 Decbr  1523,18.12.1523,18.12.1523
23 Decbr  1523,23.12.1523,23.12.1523
25 Decbr  1523,25.12.1523,25.12.1523
26 Decbr  1523 1,26.12.1523,26.12.1523
[Decbr  15231?],01.12.1523,31.12.1523
[1523 ?1],01.01.1523,31.12.1523
5 Januar 1524,05.01.1524,05.01.1524
7 Januar 1524,07.01.1524,07.01.1524
15 Januar 1524,15.01.1524,15.01.1524
19 Januar 1524,19.01.1524,19.01.1524
29 Januar 1524,29.01.1524,29.01.1524
30 Januar 1524,30.01.1524,30.01.1524
31 Januar 1524,31.01.1524,31.01.1524
[31 Januar 1524?],31.01.1524,31.01.1524
3 Febr  1524,03.02.1524,03.02.1524
6 Februar 1524,06.02.1524,06.02.1524
11 Februar [1524?],11.02.1524,11.02.1524
16 Februar [1524],16.02.1524,16.02.1524
18 Februar [1524 ],18.02.1524,18.02.1524
[Februar 1524?],01.02.1524,28.02.1524
4 Marts 1524,04.03.1524,04.03.1524
6 Marts 1524,06.03.1524,06.03.1524
9 Marts 1524,09.03.1524,09.03.1524
[Marts 15241?],01.03.1524,31.03.1524
11 Marts 1524,11.03.1524,11.03.1524
[Marts 15241],01.03.1524,31.03.1524
17 Marts [1524],17.03.1524,17.03.1524
20 Marts [1524],20.03.1524,20.03.1524
24 Marts [1524],24.03.1524,24.03.1524
25 Marts 1524,25.03.1524,25.03.1524
25 Marts 1524?,25.03.1524,25.03.1524
26 Marts 1524,26.03.1524,26.03.1524
28 Marts 1524,28.03.1524,28.03.1524
29 Marts [1524],29.03.1524,29.03.1524
[27 April 1524 ],27.04.1524,27.04.1524
9 Mai 1524,09.05.1524,09.05.1524
30 Mai 1524,30.05.1524,30.05.1524
12 Juni 1524,12.06.1524,12.06.1524
17 Juni 1524,17.06.1524,17.06.1524
18 Juni 1524,18.06.1524,18.06.1524
30 Juni 1524,30.06.1524,30.06.1524
24? Juli 1524,24.07.1524,24.07.1524
[Juli1?] 1524,01.07.1524,31.07.1524
26? Juli 1524,26.07.1524,26.07.1524
[Juli 1524 1?],01.07.1524,01.07.1524
24 August 1524,24.08.1524,24.08.1524
6 Oktbr  1524,06.10.1524,06.10.1524
8 Novbr  1524,08.11.1524,08.11.1524
18 Novbr  1524,18.11.1524,18.11.1524
Ukjendt Dag 1524,01.01.1524,31.12.1524
16 Januar 1525,16.01.1525,16.01.1525
21 Februar 1525,21.02.1525,21.02.1525
22 Marts 1525,22.03.1525,22.03.1525
10 April 1525,10.04.1525,10.04.1525
[Vaaren 1525?],01.04.1525,31.05.1525
8 Juni 1525,08.06.1525,08.06.1525
14 Juni 1525,14.06.1525,14.06.1525
23 Juni 1525,23.06.1525,23.06.1525
2 Juli 1525,02.07.1525,02.07.1525
25 Septbr  1525,25.09.1525,25.09.1525
16 Oktbr  1525,16.10.1525,16.10.1525
2 Novbr  1525,02.11.1525,02.11.1525
Uden Dag 1525,01.01.1525,31.12.1525
Uden dag 1525,01.01.1525,31.12.1525
6 Februar 1526,06.02.1526,06.02.1526
9 Februar 1526 1,09.02.1526,09.02.1526
25 Februar 1526,25.02.1526,25.02.1526
2 Marts 1526,02.03.1526,02.03.1526
Marts 1526 1,01.03.1526,01.03.1526
[14 April 1526?],14.04.1526,14.04.1526
21 April 1526,21.04.1526,21.04.1526
12 Febr  - 25 Apr  1526,12.02.1526,25.04.1526
27 April 1526,27.04.1526,27.04.1526
7 Mai 1526,07.05.1526,07.05.1526
12 Mai 1526,12.05.1526,12.05.1526
19(26?) Mai 1526,19.05.1526,26.05.1526
16 Juni 1526,16.06.1526,16.06.1526
[Beg  af Aug  1525 ],01.01.1525,10.08.1525
11 August 1526,11.08.1526,11.08.1526
17 August 1526,17.08.1526,17.08.1526
28 Janr  - 12 Septbr  1526,28.01.1526,12.09.1526
[Hösten 1526],01.09.1526,30.11.1526
20 Septbr  1526,20.09.1526,20.09.1526
[22 Septbr  1526 1],22.09.1526,22.09.1526
11 Oktbr  1526,11.10.1526,11.10.1526
26 Novbr  1526,26.11.1526,26.11.1526
4 Decr  1526,04.12.1526,04.12.1526
Ukjendt Dag 1526,01.01.1526,31.12.1526
7 Januar 1527,07.01.1527,07.01.1527
8 Februar 1527,08.02.1527,08.02.1527
31 Marts 1527,31.03.1527,31.03.1527
20 April 1527,20.04.1527,20.04.1527
7 Mai 1727,07.05.1727,07.05.1727
10 Mai 1527,10.05.1527,10.05.1527
31 Mai 1527,31.05.1527,31.05.1527
25 Juni 1527,25.06.1527,25.06.1527
30 Juni 1527,30.06.1527,30.06.1527
27 Juli 1527,27.07.1527,27.07.1527
1 August 1527,01.08.1527,01.08.1527
31 August 1527,31.08.1527,31.08.1527
14 Septbr  1527,14.09.1527,14.09.1527
16 Sepbr  1527,16.09.1527,16.09.1527
18 Septbr  1527,18.09.1527,18.09.1527
2 Oktbr  1527,02.10.1527,02.10.1527
3 Oktbr  1527,03.10.1527,03.10.1527
20 Oktbr  1527,20.10.1527,20.10.1527
21 Oktbr  1527,21.10.1527,21.10.1527
28 Oktbr  1527,28.10.1527,28.10.1527
5 Novbr  1527,05.11.1527,05.11.1527
9 Novbr  1527,09.11.1527,09.11.1527
15 Novbr  1527,15.11.1527,15.11.1527
26 Novbr  1527,26.11.1527,26.11.1527
9 Decbr  1527,09.12.1527,09.12.1527
10 Decbr,10.12.1527,10.12.1527
19 Decbr  1527,19.12.1527,19.12.1527
[1527-281 ],01.01.1527,31.12.1528
3 Januar 1528,03.01.1528,03.01.1528
17 Januar 1528,17.01.1528,17.01.1528
26 Januar 1528,26.01.1528,26.01.1528
29 Januar 1528,29.01.1528,29.01.1528
2 Febr  1528,02.02.1528,02.02.1528
10 Febr  1528,10.02.1528,10.02.1528
20 Februar 1528,20.02.1528,20.02.1528
[Februar? 1528 ],01.02.1528,28.02.1528
[16? Marts 1528],16.03.1528,16.03.1528
28 Marts 1528,28.03.1528,28.03.1528
21 April 1528,21.04.1528,21.04.1528
20 Juni 1528,20.06.1528,20.06.1528
16 Juli 1528,16.07.1528,16.07.1528
28 Juli 1528,28.07.1528,28.07.1528
23 August 1528,23.08.1528,23.08.1528
6 Septbr  1528,06.09.1528,06.09.1528
22 Oktbr  1528,22.10.1528,22.10.1528
4 Novbr  1528,04.11.1528,04.11.1528
12 Novbr  1528,12.11.1528,12.11.1528
20-23 Novbr  1528,20.11.1528,23.11.1528
[Slutn  af 15281],01.09.1528,31.12.1528
2 Januar 1529,02.01.1529,02.01.1529
[20 Februar 1529 ],20.02.1529,20.02.1529
5 Mai 1529,05.05.1529,05.05.1529
[Juni 1529 ?],01.06.1529,30.06.1529
3 Juli [1529],03.07.1529,03.07.1529
2 Aug  (13 Decbr ?) 1529,02.08.1529,13.12.1529
11 Septbr  1529,11.09.1529,11.09.1529
4 Decbr  1529,04.12.1529,04.12.1529
28 Januar 1530,28.01.1530,28.01.1530
31 Januar 1530,31.01.1530,31.01.1530
4 Februar 1530,04.02.1530,04.02.1530
9 Februar 1530,09.02.1530,09.02.1530
3 Marts 1530,03.03.1530,03.03.1530
20 Marts 1530,20.03.1530,20.03.1530
29 Marts 1530,29.03.1530,29.03.1530
[April 1530 ],01.04.1530,30.04.1530
18 April 1530,18.04.1530,18.04.1530
3 Oktbr  1530,03.10.1530,03.10.1530
21 Decbr  1530,21.12.1530,21.12.1530
3 Juli 1531,03.07.1531,03.07.1531
Uden Dag 1532,01.01.1532,31.12.1532
1 Februar 1533,01.02.1533,01.02.1533
14 Februar 1533,14.02.1533,14.02.1533
22 Februar 1533,22.02.1533,22.02.1533
4 april 1533,04.04.1533,04.04.1533
12 april 1533,12.04.1533,12.04.1533
26 April 1533,26.04.1533,26.04.1533
14 Oktbr  1533,14.10.1533,14.10.1533
21 Oktbr  1533,21.10.1533,21.10.1533
Uden Dag 1533,01.01.1533,31.12.1533
7 Marts 1534,07.03.1534,07.03.1534
27 Mai 1534,27.05.1534,27.05.1534
12 Marts 1535,12.03.1535,12.03.1535
30 April 1535,30.04.1535,30.04.1535
30 April (10 Sept ?] 1535,30.04.1535,10.09.1535
30 Septbr  1535,30.09.1535,30.09.1535
31 Oktbr  1535,31.10.1535,31.10.1535
27 Januar 1536,27.01.1536,27.01.1536
5 Februar 1536,05.02.1536,05.02.1536
30 Juli 1536,30.07.1536,30.07.1536
Uden Dag 1536,01.01.1536,31.12.1536
Uden Dag 1538,01.01.1538,31.12.1538
17 Marts 1539,17.03.1539,17.03.1539
8 April 1539,08.04.1539,08.04.1539
4 Juni 1539,04.06.1539,04.06.1539
25 Juli 1539,25.07.1539,25.07.1539
14 August 1539,14.08.1539,14.08.1539
7 Oktbr  1539,07.10.1539,07.10.1539
Uden Dag 1539,01.01.1539,31.12.1539
19 Januar 1540,19.01.1540,19.01.1540
11 Februar 1541,11.02.1541,11.02.1541
21 Juni 1541,21.06.1541,21.06.1541
20 Januar 1542,20.01.1542,20.01.1542
1 Februar 1542,01.02.1542,01.02.1542
5 April 1542,05.04.1542,05.04.1542
29 Septbr  1542,29.09.1542,29.09.1542
19 Januar 1543,19.01.1543,19.01.1543
3 Februar 1543,03.02.1543,03.02.1543
20 Mai 1543,20.05.1543,20.05.1543
18 Juni 1543,18.06.1543,18.06.1543
2 Novbr ? 1543,02.11.1543,02.11.1543
20 Decbr  1543,20.12.1543,20.12.1543
Uden Dag 1543,01.01.1543,31.12.1543
7 Januar 1544,07.01.1544,07.01.1544
7 Februar 1544,07.02.1544,07.02.1544
15 Februar 1544,15.02.1544,15.02.1544
2 Juni 1544,02.06.1544,02.06.1544
17 Septbr  1544,17.09.1544,17.09.1544
22 Septbr  1544,22.09.1544,22.09.1544
1 Novbr  1544,01.11.1544,01.11.1544
2 Novbr ? 1544,02.11.1544,02.11.1544
18 Januar 1545,18.01.1545,18.01.1545
26 Januar 1545,26.01.1545,26.01.1545
18 Februar 1545,18.02.1545,18.02.1545
15 Marts? 1545,15.03.1545,15.03.1545
Marts 1545,01.03.1545,31.03.1545
23 Mai 1545,23.05.1545,23.05.1545
26 Mai 1545,26.05.1545,26.05.1545
28 August 1545,28.08.1545,28.08.1545
Hösten 1545,01.09.1545,30.11.1545
16 Januar 1546,16.01.1546,16.01.1546
26 Januar 1546,26.01.1546,26.01.1546
30 Januar 1546,30.01.1546,30.01.1546
1 Februar 1546,01.02.1546,01.02.1546
22 Februar 1546,22.02.1546,22.02.1546
26 Februar 1546,26.02.1546,26.02.1546
19 Marts 1546,19.03.1546,19.03.1546
17 April 1546,17.04.1546,17.04.1546
4 Septbr  1546,04.09.1546,04.09.1546
6 Septbr  1546,06.09.1546,06.09.1546
15 Septbr  1546,15.09.1546,15.09.1546
7 Oktbr  1546,07.10.1546,07.10.1546
19 Decbr  1546,19.12.1546,19.12.1546
3 Februar 1547,03.02.1547,03.02.1547
26 Februar 1547,26.02.1547,26.02.1547
29 Mai 1547,29.05.1547,29.05.1547
18 Septbr  1547,18.09.1547,18.09.1547
11 Novbr  1547,11.11.1547,11.11.1547
26 Januar 1548,26.01.1548,26.01.1548
26 Januar 1548?,26.01.1548,26.01.1548
1 Februar 1548,01.02.1548,01.02.1548
15 Februar 1548,15.02.1548,15.02.1548
10 April 1548,10.04.1548,10.04.1548
1 Juni 1548,01.06.1548,01.06.1548
10 August 1548,10.08.1548,10.08.1548
14 Februar 1549,14.02.1549,14.02.1549
15 Februar 1549,15.02.1549,15.02.1549
15 Juni 1549,15.06.1549,15.06.1549
10 Novbr  1549,10.11.1549,10.11.1549
29 Novbr  1549,29.11.1549,29.11.1549
Uden Dag 1549,01.01.1549,31.12.1549
6 Mai 1566,06.05.1566,06.05.1566
25 Januar 1308(9?),25.01.1308,25.01.1309
31 Marts 1321,31.03.1321,31.03.1321
14 August 1321,14.08.1321,14.08.1321
31 August? 1321,31.08.1321,31.08.1321
1318-21,01.01.1318,31.12.1321
Uden Dag 1321,01.01.1321,31.12.1321
1321  1323,01.01.1321,31.12.1321
12 Decbr  1324,12.12.1324,12.12.1324
30 Oktbr  [c  1325 ],30.10.1325,30.10.1325
1319  1327,01.01.1319,31.12.1319
4 Septbr  1328,04.09.1328,04.09.1328
6 Marts 1329,06.03.1329,06.03.1329
6 April 1329,06.04.1329,06.04.1329
Uden Dag 1334,01.01.1334,31.12.1334
Uden Dag 1336,01.01.1336,31.12.1336
30 Novbr  1341,30.11.1341,30.11.1341
16 Marts 1358,16.03.1358,16.03.1358
6 April 1358,06.04.1358,06.04.1358
27 Marts 1364,27.03.1364,27.03.1364
5 Oktbr  1365?,05.10.1365,05.10.1365
29 Juni 1367,29.06.1367,29.06.1367
13 Novbr  1367,13.11.1367,13.11.1367
21 Novbr  1371,21.11.1371,21.11.1371
1372,01.01.1372,31.12.1372
20 Juli 1374,20.07.1374,20.07.1374
27 Juni 1380,27.06.1380,27.06.1380
1388?,01.01.1388,31.12.1388
28 Februar 1389,28.02.1389,28.02.1389
22 Septbr  1389,22.09.1389,22.09.1389
6 Novbr  1396,06.11.1396,06.11.1396
8 Decbr  1396,08.12.1396,08.12.1396
24 Septbr  1397,24.09.1397,24.09.1397
Sept  1398 - Sept  1399,01.09.1398,30.09.1399
Sept  1399 - Sept  1400,01.09.1399,30.09.1400
28 Februar 1401,28.02.1401,28.02.1401
5 Mai 1402,05.05.1402,05.05.1402
15 Januar 1408,15.01.1408,15.01.1408
[c  1408 ],01.01.1408,31.12.1408
Uden Dag 1408,01.01.1408,31.12.1408
Sept  1409 - Sept  1410,01.09.1409,30.09.1410
1411,01.01.1411,31.12.1411
22 Juli 1412,22.07.1412,22.07.1412
7 Novbr  1412,07.11.1412,07.11.1412
17 Juni 1412 (19?),17.06.1412,19.06.1412
1422?,01.01.1422,31.12.1422
10 Januar 1424,10.01.1424,10.01.1424
2 April 1424,02.04.1424,02.04.1424
17 April 1424,17.04.1424,17.04.1424
28 April 1426,28.04.1426,28.04.1426
13 Mai 1426,13.05.1426,13.05.1426
8 Septbr  1430,08.09.1430,08.09.1430
21 Oktbr  1432,21.10.1432,21.10.1432
8 Septbr  1433,08.09.1433,08.09.1433
